15:13:54.551 INFO  --- [restartedMain] c.s.example.ShoppingmallApplication : Starting ShoppingmallApplication on DESKTOP-PQ5J03J with PID 11572 (C:\Users\l4\Documents\Project\shoppingmall\bin\main started by l4 in C:\Users\l4\Documents\Project\shoppingmall) 
15:14:28.543 TRACE --- [http-nio-9000-exec-3] c.s.e.m.U.shopping_readUser : <==        Row: kkk333, 1523, 김모씨, 대구시 북구, 010-1111-1234, 123c@naver.com, 10000 
15:14:28.543 TRACE --- [http-nio-9000-exec-3] c.s.e.m.U.shopping_readUser : <==        Row: sef, 3423, 박모씨, 대구시 남구, 010-1111-1234, 123c@naver.com, 10000 
15:14:28.543 DEBUG --- [http-nio-9000-exec-3] c.s.e.m.U.shopping_readUser : <==      Total: 6 
15:14:30.185 DEBUG --- [http-nio-9000-exec-4] c.s.e.mapper.OrderMapper.readOrder : ==>  Preparing: SELECT ta.o_id, o_date, SUM(tb.od_count*tb.od_price) o_total_price, o_state, user_id, GROUP_CONCAT( tc.p_name SEPARATOR ', ') p_total_name FROM orders ta LEFT JOIN order_detail tb ON(ta.o_id = tb.o_id) LEFT JOIN product tc ON(tb.p_id = tc.p_id) GROUP BY o_id 
15:14:30.185 DEBUG --- [http-nio-9000-exec-4] c.s.e.mapper.OrderMapper.readOrder : ==> Parameters:  
15:14:30.187 TRACE --- [http-nio-9000-exec-4] c.s.e.mapper.OrderMapper.readOrder : <==    Columns: o_id, o_date, o_total_price, o_state, user_id, p_total_name 
15:14:30.188 TRACE --- [http-nio-9000-exec-4] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 1, 2020-12-23, 720000, 배송중, jy0935, <<BLOB>> 
15:14:30.189 TRACE --- [http-nio-9000-exec-4] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 2, 2020-12-25, 690000, 배송완료, jy1234, <<BLOB>> 
15:14:30.190 TRACE --- [http-nio-9000-exec-4] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 3, 2021-02-16, 110000, 배송중, jy0935, <<BLOB>> 
15:14:30.191 TRACE --- [http-nio-9000-exec-4] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 4, 2021-01-16, null, 배송완료, jy0935, <<BLOB>> 
15:14:30.192 TRACE --- [http-nio-9000-exec-4] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 5, 2021-03-16, null, 배송준비중, jy0935, <<BLOB>> 
15:14:30.192 TRACE --- [http-nio-9000-exec-4] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 6, 2019-02-16, null, 배송완료, jy1234, <<BLOB>> 
15:14:30.193 TRACE --- [http-nio-9000-exec-4] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 7, 2020-12-28, null, 배송완료, jy1234, <<BLOB>> 
15:14:30.194 DEBUG --- [http-nio-9000-exec-4] c.s.e.mapper.OrderMapper.readOrder : <==      Total: 7 
15:14:31.293 DEBUG --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : ==>  Preparing: SELECT cg_id, cg_name as name, cg_product_count as product_count FROM category 
15:14:31.293 DEBUG --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : ==> Parameters:  
15:14:31.293 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==    Columns: cg_id, name, product_count 
15:14:31.293 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 0, 전체, 9999999 
15:14:31.293 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 20, 거실등, 4 
15:14:31.294 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 2011, 거실등 30평형, 2 
15:14:31.294 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 2012, 거실등 40평형, 2 
15:14:31.294 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 30, 식탁등, 4 
15:14:31.294 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 3011, 소형 식탁등, 2 
15:14:31.294 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 3012, 중형 식탁등, 2 
15:14:31.294 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 40, 방등, 4 
15:14:31.295 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 4011, 소형 방등, 2 
15:14:31.295 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 4012, 대형 방등, 2 
15:14:31.295 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 50, 주방등, 4 
15:14:31.295 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 5011, 싱크대, 2 
15:14:31.295 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 5012, 레일형, 2 
15:14:31.295 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 60, 스탠드, 4 
15:14:31.296 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 6011, LED스탠드, 2 
15:14:31.296 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 6012, 일반스탠드, 2 
15:14:31.297 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 70, 전기재료, 4 
15:14:31.297 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 7011, 2구스위치, 2 
15:14:31.298 TRACE --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==        Row: 7012, 멀티탭, 2 
15:14:31.298 DEBUG --- [http-nio-9000-exec-5] c.s.e.m.CategoryMapper.readCategory : <==      Total: 19 
15:14:32.071 DEBUG --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : ==>  Preparing: SELECT product.p_id as id, p_name as name, p_price as price, p_order_count as order_count, p_views as views, p_category as category, p_quantity as quantity, pi_unique as image, p_text as text FROM product JOIN product_img ON (product.p_id = product_img.p_id); 
15:14:32.071 DEBUG --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : ==> Parameters:  
15:14:32.072 TRACE --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : <==    Columns: id, name, price, order_count, views, category, quantity, image, text 
15:14:32.072 TRACE --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : <==        Row: 1, 거실등 1, 200000, 30, 5, 2010, 3, 20210209_1658426, <<BLOB>> 
15:14:32.072 TRACE --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : <==        Row: 2, 방등, 70000, 35, 4, 4010, 2, 20210208_1235562, <<BLOB>> 
15:14:32.073 TRACE --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : <==        Row: 3, 형광등 스탠드, 70000, 20, 2, 6020, 3, 20210205_1622562, <<BLOB>> 
15:14:32.073 TRACE --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : <==        Row: 4, 멀티탭, 5000, 5, 2, 7020, 5, 20210205_1622522, <<BLOB>> 
15:14:32.073 TRACE --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : <==        Row: 5, 식탁등, 150000, 25, 3, 3010, 5, 20210209_1635562, <<BLOB>> 
15:14:32.073 TRACE --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : <==        Row: 6, 2구 스위치, 10000, 25, 3, 7010, 4, 20210209_1545351, <<BLOB>> 
15:14:32.073 TRACE --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : <==        Row: 7, LED 스탠드, 100000, 15, 2, 6010, 3, 20210210_1635562, <<BLOB>> 
15:14:32.074 TRACE --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : <==        Row: 8, 3구 스위치, 50000, 20, 0, 7030, 6, 20210208_1635562, <<BLOB>> 
15:14:32.074 TRACE --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : <==        Row: 9, 거실등 2, 600000, 10, 0, 2010, 5, 20210209_1659745, <<BLOB>> 
15:14:32.074 DEBUG --- [http-nio-9000-exec-6] c.s.e.m.P.readAllProduct : <==      Total: 9 
15:14:36.304 DEBUG --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : ==>  Preparing: SELECT p_id as id, p_name as name, p_order_count as order_count, p_rank as rank FROM product 
15:14:36.305 DEBUG --- [http-nio-9000-exec-8] c.s.e.m.C.readCategory_name : ==>  Preparing: SELECT cg_name as name FROM category WHERE CHAR_LENGTH(cg_id) <= 2 
15:14:36.305 DEBUG --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : ==> Parameters:  
15:14:36.305 DEBUG --- [http-nio-9000-exec-8] c.s.e.m.C.readCategory_name : ==> Parameters:  
15:14:36.305 TRACE --- [http-nio-9000-exec-8] c.s.e.m.C.readCategory_name : <==    Columns: name 
15:14:36.305 TRACE --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : <==    Columns: id, name, order_count, rank 
15:14:36.305 TRACE --- [http-nio-9000-exec-8] c.s.e.m.C.readCategory_name : <==        Row: 전체 
15:14:36.305 TRACE --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : <==        Row: 1, 거실등 1, 30, null 
15:14:36.306 TRACE --- [http-nio-9000-exec-8] c.s.e.m.C.readCategory_name : <==        Row: 거실등 
15:14:36.306 TRACE --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : <==        Row: 2, 방등, 35, null 
15:14:36.306 TRACE --- [http-nio-9000-exec-8] c.s.e.m.C.readCategory_name : <==        Row: 식탁등 
15:14:36.306 TRACE --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : <==        Row: 3, 형광등 스탠드, 20, null 
15:14:36.306 TRACE --- [http-nio-9000-exec-8] c.s.e.m.C.readCategory_name : <==        Row: 방등 
15:14:36.306 TRACE --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : <==        Row: 4, 멀티탭, 5, null 
15:14:36.306 TRACE --- [http-nio-9000-exec-8] c.s.e.m.C.readCategory_name : <==        Row: 주방등 
15:14:36.306 TRACE --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : <==        Row: 5, 식탁등, 25, null 
15:14:36.306 TRACE --- [http-nio-9000-exec-8] c.s.e.m.C.readCategory_name : <==        Row: 스탠드 
15:14:36.306 TRACE --- [http-nio-9000-exec-8] c.s.e.m.C.readCategory_name : <==        Row: 전기재료 
15:14:36.306 TRACE --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : <==        Row: 6, 2구 스위치, 25, null 
15:14:36.306 DEBUG --- [http-nio-9000-exec-8] c.s.e.m.C.readCategory_name : <==      Total: 7 
15:14:36.306 TRACE --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : <==        Row: 7, LED 스탠드, 15, null 
15:14:36.307 TRACE --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : <==        Row: 8, 3구 스위치, 20, null 
15:14:36.307 TRACE --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : <==        Row: 9, 거실등 2, 10, null 
15:14:36.307 DEBUG --- [http-nio-9000-exec-7] c.s.e.mapper.ProductMapper.ranking : <==      Total: 9 
15:14:47.602 DEBUG --- [http-nio-9000-exec-9] c.s.e.m.U.shopping_readUser : ==>  Preparing: SELECT user_id as username, user_password as password, user_name as name, user_address as address, user_phone as phone, user_email as email, user_point as point FROM user 
15:14:47.602 DEBUG --- [http-nio-9000-exec-9] c.s.e.m.U.shopping_readUser : ==> Parameters:  
15:14:47.603 TRACE --- [http-nio-9000-exec-9] c.s.e.m.U.shopping_readUser : <==    Columns: username, password, name, address, phone, email, point 
15:14:47.603 TRACE --- [http-nio-9000-exec-9] c.s.e.m.U.shopping_readUser : <==        Row: jy0935, 11111, 주문자1, 대구시 동구, 010-2354-8451, abc@naver.com, 5000 
15:14:47.603 TRACE --- [http-nio-9000-exec-9] c.s.e.m.U.shopping_readUser : <==        Row: jy1234, 356484, 주문자2, 대구시 서구, 010-1111-1234, abced@naver.com, 500000 
15:14:47.603 TRACE --- [http-nio-9000-exec-9] c.s.e.m.U.shopping_readUser : <==        Row: jy12345, 4234, 이모씨, 대구시 수성구, 010-1111-1234, fruit@naver.com, 1000 
15:14:47.604 TRACE --- [http-nio-9000-exec-9] c.s.e.m.U.shopping_readUser : <==        Row: jy1515, 33311, 김모씨, 대구시 중구, 010-7555-1234, jkjk@naver.com, 20000 
15:14:47.604 TRACE --- [http-nio-9000-exec-9] c.s.e.m.U.shopping_readUser : <==        Row: kkk333, 1523, 김모씨, 대구시 북구, 010-1111-1234, 123c@naver.com, 10000 
15:14:47.604 TRACE --- [http-nio-9000-exec-9] c.s.e.m.U.shopping_readUser : <==        Row: sef, 3423, 박모씨, 대구시 남구, 010-1111-1234, 123c@naver.com, 10000 
15:14:47.604 DEBUG --- [http-nio-9000-exec-9] c.s.e.m.U.shopping_readUser : <==      Total: 6 
15:14:49.410 DEBUG --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : ==>  Preparing: SELECT cg_id, cg_name as name, cg_product_count as product_count FROM category 
15:14:49.410 DEBUG --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : ==> Parameters:  
15:14:49.410 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==    Columns: cg_id, name, product_count 
15:14:49.411 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 0, 전체, 9999999 
15:14:49.411 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 20, 거실등, 4 
15:14:49.411 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 2011, 거실등 30평형, 2 
15:14:49.411 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 2012, 거실등 40평형, 2 
15:14:49.411 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 30, 식탁등, 4 
15:14:49.411 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 3011, 소형 식탁등, 2 
15:14:49.411 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 3012, 중형 식탁등, 2 
15:14:49.411 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 40, 방등, 4 
15:14:49.411 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 4011, 소형 방등, 2 
15:14:49.411 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 4012, 대형 방등, 2 
15:14:49.412 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 50, 주방등, 4 
15:14:49.412 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 5011, 싱크대, 2 
15:14:49.412 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 5012, 레일형, 2 
15:14:49.412 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 60, 스탠드, 4 
15:14:49.412 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 6011, LED스탠드, 2 
15:14:49.412 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 6012, 일반스탠드, 2 
15:14:49.412 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 70, 전기재료, 4 
15:14:49.412 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 7011, 2구스위치, 2 
15:14:49.412 TRACE --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==        Row: 7012, 멀티탭, 2 
15:14:49.413 DEBUG --- [http-nio-9000-exec-10] c.s.e.m.CategoryMapper.readCategory : <==      Total: 19 
15:14:50.227 DEBUG --- [http-nio-9000-exec-1] c.s.e.mapper.OrderMapper.readOrder : ==>  Preparing: SELECT ta.o_id, o_date, SUM(tb.od_count*tb.od_price) o_total_price, o_state, user_id, GROUP_CONCAT( tc.p_name SEPARATOR ', ') p_total_name FROM orders ta LEFT JOIN order_detail tb ON(ta.o_id = tb.o_id) LEFT JOIN product tc ON(tb.p_id = tc.p_id) GROUP BY o_id 
15:14:50.228 DEBUG --- [http-nio-9000-exec-1] c.s.e.mapper.OrderMapper.readOrder : ==> Parameters:  
15:14:50.228 TRACE --- [http-nio-9000-exec-1] c.s.e.mapper.OrderMapper.readOrder : <==    Columns: o_id, o_date, o_total_price, o_state, user_id, p_total_name 
15:14:50.228 TRACE --- [http-nio-9000-exec-1] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 1, 2020-12-23, 720000, 배송중, jy0935, <<BLOB>> 
15:14:50.229 TRACE --- [http-nio-9000-exec-1] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 2, 2020-12-25, 690000, 배송완료, jy1234, <<BLOB>> 
15:14:50.230 TRACE --- [http-nio-9000-exec-1] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 3, 2021-02-16, 110000, 배송중, jy0935, <<BLOB>> 
15:14:50.230 TRACE --- [http-nio-9000-exec-1] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 4, 2021-01-16, null, 배송완료, jy0935, <<BLOB>> 
15:14:50.231 TRACE --- [http-nio-9000-exec-1] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 5, 2021-03-16, null, 배송준비중, jy0935, <<BLOB>> 
15:14:50.232 TRACE --- [http-nio-9000-exec-1] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 6, 2019-02-16, null, 배송완료, jy1234, <<BLOB>> 
15:14:50.232 TRACE --- [http-nio-9000-exec-1] c.s.e.mapper.OrderMapper.readOrder : <==        Row: 7, 2020-12-28, null, 배송완료, jy1234, <<BLOB>> 
15:14:50.232 DEBUG --- [http-nio-9000-exec-1] c.s.e.mapper.OrderMapper.readOrder : <==      Total: 7 
15:14:52.663 DEBUG --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : ==>  Preparing: SELECT product.p_id as id, p_name as name, p_price as price, p_order_count as order_count, p_views as views, p_category as category, p_quantity as quantity, pi_unique as image, p_text as text FROM product JOIN product_img ON (product.p_id = product_img.p_id); 
15:14:52.664 DEBUG --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : ==> Parameters:  
15:14:52.664 TRACE --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : <==    Columns: id, name, price, order_count, views, category, quantity, image, text 
15:14:52.665 TRACE --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : <==        Row: 1, 거실등 1, 200000, 30, 5, 2010, 3, 20210209_1658426, <<BLOB>> 
15:14:52.665 TRACE --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : <==        Row: 2, 방등, 70000, 35, 4, 4010, 2, 20210208_1235562, <<BLOB>> 
15:14:52.665 TRACE --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : <==        Row: 3, 형광등 스탠드, 70000, 20, 2, 6020, 3, 20210205_1622562, <<BLOB>> 
15:14:52.665 TRACE --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : <==        Row: 4, 멀티탭, 5000, 5, 2, 7020, 5, 20210205_1622522, <<BLOB>> 
15:14:52.665 TRACE --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : <==        Row: 5, 식탁등, 150000, 25, 3, 3010, 5, 20210209_1635562, <<BLOB>> 
15:14:52.665 TRACE --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : <==        Row: 6, 2구 스위치, 10000, 25, 3, 7010, 4, 20210209_1545351, <<BLOB>> 
15:14:52.666 TRACE --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : <==        Row: 7, LED 스탠드, 100000, 15, 2, 6010, 3, 20210210_1635562, <<BLOB>> 
15:14:52.667 TRACE --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : <==        Row: 8, 3구 스위치, 50000, 20, 0, 7030, 6, 20210208_1635562, <<BLOB>> 
15:14:52.667 TRACE --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : <==        Row: 9, 거실등 2, 600000, 10, 0, 2010, 5, 20210209_1659745, <<BLOB>> 
15:14:52.667 DEBUG --- [http-nio-9000-exec-2] c.s.e.m.P.readAllProduct : <==      Total: 9 
15:14:56.398 DEBUG --- [http-nio-9000-exec-4] c.s.e.m.C.readCategory_name : ==>  Preparing: SELECT cg_name as name FROM category WHERE CHAR_LENGTH(cg_id) <= 2 
15:14:56.398 DEBUG --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : ==>  Preparing: SELECT p_id as id, p_name as name, p_order_count as order_count, p_rank as rank FROM product 
15:14:56.398 DEBUG --- [http-nio-9000-exec-4] c.s.e.m.C.readCategory_name : ==> Parameters:  
15:14:56.398 DEBUG --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : ==> Parameters:  
15:14:56.398 TRACE --- [http-nio-9000-exec-4] c.s.e.m.C.readCategory_name : <==    Columns: name 
15:14:56.398 TRACE --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : <==    Columns: id, name, order_count, rank 
15:14:56.398 TRACE --- [http-nio-9000-exec-4] c.s.e.m.C.readCategory_name : <==        Row: 전체 
15:14:56.398 TRACE --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : <==        Row: 1, 거실등 1, 30, null 
15:14:56.398 TRACE --- [http-nio-9000-exec-4] c.s.e.m.C.readCategory_name : <==        Row: 거실등 
15:14:56.398 TRACE --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : <==        Row: 2, 방등, 35, null 
15:14:56.398 TRACE --- [http-nio-9000-exec-4] c.s.e.m.C.readCategory_name : <==        Row: 식탁등 
15:14:56.399 TRACE --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : <==        Row: 3, 형광등 스탠드, 20, null 
15:14:56.399 TRACE --- [http-nio-9000-exec-4] c.s.e.m.C.readCategory_name : <==        Row: 방등 
15:14:56.399 TRACE --- [http-nio-9000-exec-4] c.s.e.m.C.readCategory_name : <==        Row: 주방등 
15:14:56.399 TRACE --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : <==        Row: 4, 멀티탭, 5, null 
15:14:56.399 TRACE --- [http-nio-9000-exec-4] c.s.e.m.C.readCategory_name : <==        Row: 스탠드 
15:14:56.399 TRACE --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : <==        Row: 5, 식탁등, 25, null 
15:14:56.399 TRACE --- [http-nio-9000-exec-4] c.s.e.m.C.readCategory_name : <==        Row: 전기재료 
15:14:56.399 TRACE --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : <==        Row: 6, 2구 스위치, 25, null 
15:14:56.399 DEBUG --- [http-nio-9000-exec-4] c.s.e.m.C.readCategory_name : <==      Total: 7 
15:14:56.399 TRACE --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : <==        Row: 7, LED 스탠드, 15, null 
15:14:56.399 TRACE --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : <==        Row: 8, 3구 스위치, 20, null 
15:14:56.399 TRACE --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : <==        Row: 9, 거실등 2, 10, null 
15:14:56.399 DEBUG --- [http-nio-9000-exec-3] c.s.e.mapper.ProductMapper.ranking : <==      Total: 9 
